Old Ward Code,New ward code,Ward,Borough,lifespan,Population - 2015,Children aged 0-15 - 2015,Working-age (16-64) - 2015,Older people aged 65+ - 2015,% All Children aged 0-15 - 2015,% All Working-age (16-64) - 2015,% All Older people aged 65+ - 2015,Mean Age - 2013,Median Age - 2013,Area - Square Kilometres,Population density (persons per sq km) - 2013,% BAME - 2011,% Not Born in UK - 2011,% English is First Language of no one in household - 2011,General Fertility Rate - 2013,Male life expectancy -2009-13,Female life expectancy -2009-13,"Rate of All Ambulance Incidents per 1,000 population - 2014",Rates of ambulance call outs for alcohol related illness - 2014,Number Killed or Seriously Injured on the roads - 2014,In employment (16-64) - 2011,Employment rate (16-64) - 2011,Rate of new registrations of migrant workers - 2011/12,Median House Price (£) - 2014,Number of properties sold - 2014,Median Household income estimate (2012/13),Number of Household spaces - 2011,% detached houses - 2011,% semi-detached houses - 2011,% terraced houses - 2011,"% Flat, maisonette or apartment - 2011",% Households Owned - 2011,% Households Social Rented - 2011,% Households Private Rented - 2011,% dwellings in council tax bands A or B - 2015,"% dwellings in council tax bands C, D or E - 2015","% dwellings in council tax bands F, G or H - 2015",Claimant rate of key out-of-work benefits (working age client group) (2014),Claimant Rate of Housing Benefit (2015),Claimant Rate of Employment Support Allowance - 2014,Rate of JobSeekers Allowance (JSA) Claimants - 2015,% dependent children (0-18) in out-of-work households - 2014,% of households with no adults in employment with dependent children - 2011,% of lone parents not in employment - 2011,(ID2010) - Rank of average score (within London) - 2010,(ID2010) % of LSOAs in worst 50% nationally - 2010,Average GCSE capped point scores - 2014,Unauthorised Absence in All Schools (%) - 2013,% with no qualifications - 2011,% with Level 4 qualifications and above - 2011,A-Level Average Point Score Per Student - 2013/14,A-Level Average Point Score Per Entry; 2013/14,Crime rate - 2014/15,Violence against the person rate - 2014/15,Deliberate Fires - 2013,% area that is open space - 2014,Cars per household - 2011,Average Public Transport Accessibility score - 2014,% travel by bicycle to work - 2011,Turnout at Mayoral election - 2012
00AUGL,E05000379,St Mary's,Islington,80.8,12500,1750,9600,1200,13.8,76.6,9.5,35.9,33,0.9,13500,25.3,33.1,10,50.4,79.3,82.3,166.1,1.9,14,6476,73,41.6,650000,116,46190,5959,1.1,2.9,15.5,80.5,27,41.5,29.7,1.8,78.2,20,14.3,14.8,6.5,2.6,28.4,5,52.2,139,100,331.1,1.4,15.5,54.4,692.9,211.3,192.2,44,0.3,9.6,0.4,6.7,8.9,35.5
00AUGM,E05000380,St Peter's,Islington,78.4,13200,1950,10050,1150,14.9,76.2,8.9,35.2,32,0.8,15687.5,25.6,32,9.5,45.9,77.6,79.2,139.1,1.3,6,6277,70.4,45.6,667500,206,43870,5740,0.9,2.5,23.4,73.2,33.2,40.4,24,2.9,69.2,27.9,15.1,14.4,5.9,2.2,26.5,6,62,153,100,302.4,1.6,17.3,53,607.1,202.1,127.1,30,0.6,10.4,0.4,5.3,9.7,36.5
00AUGN,E05000381,Tollington,Islington,81.4,13900,2450,10350,1100,17.5,74.4,8.1,34.2,32,0.8,17062.5,35.8,34.5,12.6,59.2,77.2,85.7,121.5,0.5,3,6770,68.5,39.4,465000,157,38090,6269,1.5,3.5,16.5,78.5,29,41.9,26.9,8.7,83.9,7.3,18.7,19.4,8.2,4,26.3,7.1,51.3,90,100,325.6,1.1,17.3,45.2,629.4,199.7,86.4,27.4,0.7,13.3,0.4,4.5,9.5,40
00AWFY,E05000382,Abingdon,R B of Kensington and Chelsea,85.7,10700,1750,7550,1400,16.2,70.5,13.3,37.7,36,0.6,16916.7,32.6,59.6,26.1,51.2,86.5,85.5,99.9,0.6,3,4823,66.2,71.1,1295000,303,54690,5399,1.2,3.4,13,82.4,41.5,9.4,45.2,4.5,29.5,65.9,5.1,6.1,2.1,1,4.4,3.3,50.3,451,33.3,357,1.3,6.3,59.2,649.7,218.4,83.2,18.7,0.1,5.9,0.6,6.5,4.7,31.7
00AWFZ,E05000383,Brompton,R B of Kensington and Chelsea,86,8900,1250,6350,1300,14.2,71.2,14.6,39.2,37,1,8700,24.4,61.7,26.8,39.5,86.4,86.6,156.9,2.4,8,4465,69.2,57.4,1950000,151,64320,5840,1,1.8,13.2,83.9,34,12.3,47.6,2.5,17.7,79.8,3.4,4.5,1.7,0.9,5,1.7,46.3,477,16.7,355.6,0.9,6.6,57.4,693.3,213.4,185.5,23.9,0,10.8,0.6,6.8,2.9,27.7
00AWGA,E05000384,Campden,R B of Kensington and Chelsea,88.1,8250,1400,5700,1100,16.9,69.5,13.6,38.4,37,0.9,8944.4,21.4,52.8,18.3,64.9,86.1,89.5,108.8,1.6,4,4206,71.6,40,1400000,157,65500,4550,1.9,4,19.6,74.4,47.7,7,39.8,0,22.8,77.2,3.6,4.1,1.7,0.7,2.2,1.6,49.4,519,0,291.1,0.5,4.5,62.4,712.5,228.7,124.7,21.4,0,27.8,0.7,6.8,5,33.2
00AWGB,E05000385,Colville,R B of Kensington and Chelsea,82.8,8400,1200,6150,1000,14.4,73.4,12.2,38.3,36,0.4,20625,34,44.4,15.5,49.3,80.6,85.2,162.6,1.2,0,4457,69.9,45.1,935000,106,43560,4701,0.5,1.1,8.2,90.2,24.9,45.2,28.1,6.3,69.5,24.2,15.1,21.3,7.6,3.4,18.9,4.4,47.5,130,100,311.1,1.3,13.1,48.6,672.2,214.7,172.2,36.4,0,10.5,0.4,5.4,7.7,31.8
00AWGC,E05000386,Courtfield,R B of Kensington and Chelsea,88.5,9100,1150,6950,950,12.8,76.5,10.7,35.6,33,0.5,17700,24.8,61.4,28.3,47.1,91.9,87.7,76.3,0.5,3,4535,64.8,78.9,1325000,161,61810,5105,0.8,2.1,9.1,88,39,9.1,48,3.8,24.5,71.7,4.4,6.3,2.3,1.7,2.1,1.5,49.4,482,16.7,344.1,0.6,3.8,58.7,688.1,179.3,109,18.9,0,13.4,0.5,6.9,3.7,24.9
00AWGD,E05000387,Cremorne,R B of Kensington and Chelsea,84.7,8250,1250,5550,1450,15,67.3,17.7,40.4,39,0.6,13250,32.5,44.4,17.2,43.9,81.9,86.9,145.3,2.8,5,3470,63,28,1050000,101,43920,4230,1,3,10.7,84.2,32.6,43.4,20.9,4.2,58.5,37.4,12.9,21.2,7.7,3.3,21.5,5.2,54.9,218,83.3,311.7,1.5,15.4,41.2,656.9,198.4,89.5,26.3,0,29.3,0.5,4.7,4.4,35.1
00AWGE,E05000388,Earl's Court,R B of Kensington and Chelsea,82.2,9300,1150,7300,900,12.1,78.1,9.8,36.8,34,0.5,18100,35.4,61,29.6,44.4,78.4,85.7,145.8,1.4,3,4973,68.5,84.7,783250,172,44100,5207,0.9,0.7,4.6,93.8,30.6,22.7,43.8,7.3,62.9,29.8,12,17.3,6.6,3,11.2,2.5,42.2,248,100,359.2,0.9,8.4,53.3,713.3,216.3,110.4,29.8,0.2,10,0.4,7,3.8,27.9
00AWGF,E05000389,Golborne,R B of Kensington and Chelsea,80.2,9600,1650,6850,1050,17.4,71.5,11.1,36.5,35,0.9,10111.1,52.1,46.1,16.9,48.7,77.4,83.1,190.4,1.3,3,3768,59.3,40.3,533800,62,30100,4174,0.8,1.6,5.8,91.4,11.9,67.8,17.4,29.7,65.1,5.3,23.3,29.5,10.2,6.5,29.2,8.8,56.2,11,100,314.4,1.3,22.5,32.1,738.1,216.3,130.9,40.8,0.2,34.6,0.4,4.5,5.9,29.3
00AWGG,E05000390,Hans Town,R B of Kensington and Chelsea,86.6,8850,1250,6150,1450,13.9,69.4,16.6,40.5,39,0.6,14416.7,23.5,55.6,24.8,38.1,85.4,87.8,96,0.7,3,4424,69.1,59.3,1587500,176,58100,6553,0.8,1.8,13.9,83.5,34.7,16.4,43.3,1.4,36.9,61.7,5.4,7.4,3,0.9,8.5,2.3,51.5,469,33.3,337.8,0.8,9.2,55.1,639.7,210.8,188.3,23,0,8.5,0.6,6.6,3.1,27.7
00AWGH,E05000391,Holland,R B of Kensington and Chelsea,89.8,9850,1850,6650,1350,18.6,67.7,13.6,37.8,37,1,9600,32,56.7,20.9,56.9,86.6,92.9,74.4,1.1,6,4586,66.4,66.4,1375000,167,54770,4986,3.5,4.7,13,78.9,45.5,11.9,38.2,3,32.7,64.3,5.7,7.6,3.1,1.6,6.6,4.2,63.9,421,50,365.4,1.4,7,58.8,650.5,201.5,70.8,17.6,0,27.7,0.7,6,4.5,31.8
00AWGJ,E05000392,Norland,R B of Kensington and Chelsea,84.7,8750,1600,5650,1500,18.3,64.5,17.2,39.7,39,0.7,12214.3,25.6,40.7,14.4,61.1,83.2,86.3,128.8,0.9,3,3961,67.4,38.1,1343000,110,53430,4408,1.3,6.6,21.7,70.3,34.9,38.5,23.6,7.3,50.1,42.6,11.3,16.2,5.1,2.5,15.7,4.3,55.2,305,66.7,323,1,14.2,51.2,663.6,197,97.2,23.7,0,15.4,0.6,5.4,5.8,35.9
00AWGK,E05000393,Notting Barns,R B of Kensington and Chelsea,81.4,9750,1850,6550,1350,19.1,67.2,13.7,37,36,0.6,15750,42.7,41.6,14.6,52.4,77.4,85.5,125.6,0.6,6,4036,61.8,33.6,776000,55,36690,4237,1,3.6,11.3,83.8,24.2,55.8,16.5,17.9,66.5,15.6,19.6,25.6,8,4.2,28.6,8.5,55.5,64,100,330.4,1.1,19.4,37.2,667.6,206.4,99.3,30.1,0.5,9.3,0.5,4.2,7.4,35.3
00AWGL,E05000394,Pembridge,R B of Kensington and Chelsea,84.2,7700,1100,5700,950,14,73.8,12.3,37.8,35,0.5,15100,22.1,51.2,20.2,50.3,83.7,84.6,134.2,1.8,3,4288,74.8,90.1,1127500,124,55710,4418,2,3.9,11.1,82.9,40.6,12.7,43,6.7,38.7,54.6,5.6,8.4,3,1.5,5.2,2.2,49.6,413,60,385.6,0.5,6.2,60.8,787.5,214.7,177.9,31,0.1,11.9,0.5,7,4.8,30.6
00AWGM,E05000395,Queen's Gate,R B of Kensington and Chelsea,88.5,9950,1500,7450,1050,14.8,74.8,10.4,36.3,34,0.6,16166.7,28.7,63.2,24.9,47.5,86.6,89.8,84.3,1.2,1,4971,66.3,88.4,1745000,192,63630,5645,1.2,4.1,9.4,85.3,41.5,4,48.6,2.3,16.9,80.8,1.8,2.7,0.8,0.8,1.2,1.5,45.8,534,0,376.8,0.6,3.8,61.7,626.6,189.1,88,14.4,0.1,5.8,0.6,6,4.1,26.6
00AWGN,E05000396,Redcliffe,R B of Kensington and Chelsea,86.6,9300,1400,6750,1100,15.3,72.6,12.1,37.5,36,0.7,13000,18.8,53.4,21.6,51.3,84.4,88.5,71.5,0.7,7,5131,74.3,58.5,995000,214,54550,5202,1.4,3.3,11.3,84,46.2,10.4,40.2,1.9,44.5,53.6,6.5,9.1,2.8,1.8,4.7,2,42.8,368,50,342.3,1,5.2,60.5,633.9,193.6,80.1,15,0,28.1,0.6,6.2,5,28.6
00AWGP,E05000397,Royal Hospital,R B of Kensington and Chelsea,82.9,7350,1000,4750,1600,13.6,64.7,21.7,43.8,43,0.9,7944.4,15.4,44.8,16.7,43.4,79.6,88,124.3,1.7,6,3539,72.8,38.6,1995000,137,60600,4166,1.1,2.6,19.3,77,45.3,13.6,35.8,1.6,24.2,74.1,4.9,6.3,2.3,1.4,6.7,1.9,49.5,492,20,366.2,1.5,9,56.1,770.6,214,117.9,16.7,0,43.1,0.8,5,4.4,36.4
00AWGQ,E05000398,St Charles,R B of Kensington and Chelsea,78.3,9600,1800,6700,1100,18.6,69.8,11.6,37.1,36,0.7,13285.7,37.6,37.8,13.5,49.6,74.8,81.9,210.2,0.9,3,4126,63.4,39.2,642500,92,36100,4356,1.8,3.7,10.8,83.8,20.9,58.7,15.9,15.5,68.6,15.9,20.8,26.6,9.9,4.1,28.8,7.9,53.2,69,100,330.5,1.6,21.5,35.5,672,210.3,114.8,42.4,0.2,21.9,0.5,3.8,6.8,32.5
00AWGR,E05000399,Stanley,R B of Kensington and Chelsea,83.5,8250,1300,5650,1300,15.5,68.5,16,39.6,37,0.7,11571.4,19,48.7,19.3,42.5,83.3,84,175,1.4,8,4239,73,46.5,1100000,165,54990,4528,2,6.8,18.8,72.5,45.5,13.1,38.3,1.1,35.9,63,4.5,6.7,2,1,6.9,2.3,48.5,481,20,344.5,1.1,7.3,56.1,599.3,195.3,118.7,28.2,0,9.1,0.7,5.6,4,33.5
00AXFX,E05000400,Alexandra,R B of Kingston upon Thames,85.2,9700,1900,6200,1600,19.7,63.7,16.6,38.9,39,2.7,3537,29.8,27.2,8.2,61.6,83.4,86.9,92.4,0.4,3,4464,75.1,17.6,404975,136,41390,3443,9.3,56.3,21.5,12,80.2,4.9,13.3,4,79.4,16.6,5.5,5.1,3.1,1,6.3,2.7,31.2,590,0,353.3,0.4,15.8,32.7,762.2,215.2,34.7,7.9,0.2,43.7,1.4,2.2,3.9,36.3
00AXFY,E05000401,Berrylands,R B of Kingston upon Thames,81.2,9800,1800,6500,1500,18.2,66.4,15.4,38.3,36,1.5,6466.7,18.1,24.1,6.9,56.8,79,83.3,102.8,0.4,1,4813,74.8,15.9,361125,172,42330,4447,10.5,25.7,9,54.7,54.6,17.4,26.9,8.9,70.4,20.7,7.3,9.8,4.2,1.4,6.8,2.3,36.9,530,16.7,342.7,0.5,11.9,48.4,733.7,212.9,31.6,8.2,0.2,10.9,1,2.8,4.6,38
00AXFZ,E05000402,Beverley,R B of Kingston upon Thames,81.3,10450,2200,6900,1350,20.8,66,13.1,37.3,37,1.9,5447.4,32.6,32.4,13.3,75,80.8,81.8,117.9,0.6,0,4807,71.6,30,435000,167,40700,4047,9.6,33.7,26.3,30.4,63.7,11.5,22.1,5.5,76.4,18.1,7.2,8.8,3.6,1.8,9.2,4.1,43.4,544,16.7,372.3,0.7,15.2,41.7,761.5,219.3,64.5,15.4,0.5,26.4,1,2.8,4.4,41.2
00AXGA,E05000403,Canbury,R B of Kingston upon Thames,83.4,13300,3100,9050,1150,23.4,68.1,8.5,33.6,33,1.2,10791.7,21.4,27.5,9.5,70,81,85.8,75.1,0.5,1,6529,74.9,21.2,449500,397,45600,5317,14.1,24.5,14.1,47.3,55.1,12.5,30.3,2.8,74.7,22.4,6.3,7,2.7,1.5,5.7,3,35.3,559,16.7,367.5,0.6,9,54.4,801.5,222.6,38.4,9.4,0,7,0.9,4.1,6.1,35.2
00AXGB,E05000404,Chessington North and Hook,R B of Kingston upon Thames,83.7,9000,1800,5800,1400,20.1,64.6,15.3,38.3,38,1.9,4710.5,15,17.2,5,55,80.4,86.8,105.4,0.7,2,4334,76.4,10.4,310000,137,37230,3430,6.6,46.6,29.5,17.2,74.8,14.8,8.6,1.8,96.2,2,8.4,6.3,3.7,1.4,10.9,3.6,35.9,516,0,307.1,0.8,21.9,22.8,647,205,43.9,13.9,0.2,27.5,1.3,2.4,2.5,30.8
00AXGC,E05000405,Chessington South,R B of Kingston upon Thames,83.5,10550,2200,6800,1500,20.9,64.6,14.4,37.6,37,7.6,1375,13,14.3,3.9,64.1,83.3,83.9,109.7,0.5,0,5291,78.5,6.8,315000,201,38310,4112,11.2,26.4,41.3,20.9,77.3,11.7,9.7,4.1,89.2,6.7,7.3,6.4,3.2,1.3,13.1,3.9,39.6,548,16.7,321.3,0.8,19.1,25.3,643.4,203.6,47.5,16.3,0.2,75.7,1.4,2.4,2.3,30.4
00AXGD,E05000406,Coombe Hill,R B of Kingston upon Thames,84,10750,1950,7150,1600,18.3,66.8,14.9,37.1,34,4.4,2420.5,35.5,40.6,13.9,44.7,83.2,84.8,171.9,0.7,4,4458,64.5,34.7,480000,161,45650,3838,29.5,16.8,11.6,42.1,61,11.6,25.5,1.1,51.7,47.2,4.9,5.4,2,1.3,8.2,3.9,50.2,570,14.3,339.8,0.9,10.7,44.5,667.1,214.2,47.8,12.6,0.2,42.1,1.3,2.5,3.2,34.9
00AXGE,E05000407,Coombe Vale,R B of Kingston upon Thames,84.6,10050,2100,6550,1450,20.6,65.2,14.2,37.9,38,1.6,6250,33.4,33.5,11.1,60.5,82.9,86.1,77.3,0.5,0,4619,72.4,20.1,480000,133,44320,3700,16.6,43,19.7,20.6,72.3,6.9,19.4,3.3,66.1,30.6,5.2,5.5,2.1,0.9,6.3,2.6,33.3,606,0,367,0.6,11.7,47.4,810.4,223.5,26.2,6.5,0.2,11,1.2,2.3,4.3,40.5
00AXGF,E05000408,Grove,R B of Kingston upon Thames,83.1,11800,1950,8750,1050,16.8,74.4,8.8,33.4,30,1.9,6105.3,23.2,31.4,11.2,47.8,79.2,87.2,240.7,5,6,5683,66.8,35.2,400000,236,41410,5094,6.3,17.9,7.6,68,47.5,13.2,37.5,11.1,70.7,18.2,7.6,7.2,2.7,1.6,9.7,2.4,44,478,20,324.8,0.6,8.5,47,667.6,209.8,268.5,65.8,0.8,23.6,0.8,4.2,4.7,28.9
00AXGG,E05000409,Norbiton,R B of Kingston upon Thames,78.8,10600,2150,7500,1000,20.1,70.6,9.2,34,32,1.3,8076.9,31,34.1,13.6,65,77.1,80.5,105.2,0.7,6,4973,68.2,30.6,341750,166,34650,4162,6.8,29.7,14.6,48.9,42.3,31.2,24.3,17.1,74.3,8.7,11.2,13.1,5,2.4,20,5.3,50.9,356,50,308.4,1.4,17.7,35.8,677.3,219.8,62.4,22.7,0.4,34.5,0.8,3.6,5.4,29.2
00AXGH,E05000410,Old Malden,R B of Kingston upon Thames,85.5,9700,1850,6100,1750,19,63,18.1,39.9,40,1.8,5361.1,30.8,27.3,8.4,58.4,83.6,87.4,82.2,0.3,1,4501,74,15.6,395725,134,41760,3645,18.7,45.9,16.9,18.5,77.4,9.1,12.3,3.1,63.6,33.3,6.7,5.4,2.6,1.1,8.9,3.7,39.2,566,16.7,347,0.7,15.7,34.4,765.5,221,29.6,8,0.1,21.3,1.4,2.7,2.3,36.1
00AXGJ,E05000411,St James,R B of Kingston upon Thames,81.9,9250,1700,5900,1650,18.2,63.7,18.1,40.6,41,2.2,4181.8,41.4,37.3,12.7,53.5,81.4,82.2,116.8,0.4,5,4061,71.9,22.9,443567.5,112,41850,3392,23.4,40.4,20,16.3,75.3,9.3,14,0.9,69.4,29.7,6.7,6.3,2.7,1.1,7.3,2.7,29.5,550,0,355,0.5,15.9,38,729.9,213.6,33.8,9.9,0.7,28.2,1.3,2.6,3,37.8
00AXGK,E05000412,St Mark's,R B of Kingston upon Thames,83,10900,1350,8650,900,12.2,79.4,8.3,33.6,30,1.4,7785.7,21.3,29.1,8.9,46.9,81.7,84.3,90.3,0.7,3,5872,69.4,25.3,395350,286,44930,4608,4.2,16.5,9.1,70,53.1,6.7,38.6,8.4,80.2,11.4,4.8,5.5,2.8,1.5,4.3,1.6,40.8,537,16.7,336.4,0.5,6.7,48.3,725.5,211.6,49.7,13.5,0.3,23.9,0.9,3.7,4.2,30.2
00AXGL,E05000413,Surbiton Hill,R B of Kingston upon Thames,81.1,10950,1900,7550,1450,17.4,69.2,13.5,37.7,35,1.7,6352.9,19,25,7,60,79.7,82.6,112.4,0.4,2,5705,78.2,19,396770,237,43160,4776,16.2,18.8,7.3,57.7,60.5,7.5,30.7,4.3,74.7,21,5.2,5.4,2.6,1.1,9.3,2.3,39.3,568,0,361.6,0.6,10.7,52.2,682.4,204.4,29.6,10.1,0.4,5.8,1,3.3,3.7,34.7
00AXGM,E05000414,Tolworth and Hook Rise,R B of Kingston upon Thames,83.5,10650,2150,7050,1450,20.1,66.1,13.8,37.3,36,2.6,3961.5,27.2,26.1,8,59.1,80.3,86.7,115.2,0.6,3,4993,76.2,22.7,337195,153,37840,3836,6.4,46.8,24.5,22,71.2,10.7,16.5,4.6,91.8,3.6,6.7,6.8,3,1.3,10.2,3.3,38.2,528,0,337.5,0.7,18.4,30,714.3,213.3,53.7,14.2,0.4,33.1,1.2,2.3,2.9,32.1
00AXGN,E05000415,Tudor,R B of Kingston upon Thames,85.9,9850,2150,6200,1450,22,63.1,14.9,38.5,40,1.6,6125,17.6,23.9,6.1,52.4,84.1,87.2,65.3,0.5,2,4674,76.9,11.2,550000,151,48530,3846,17.1,33.9,24,25,76.5,7.5,14.2,0.5,66.6,32.9,5.4,3.8,2,0.9,5.4,2,28,616,0,378.9,0.5,10.1,51.3,810.1,222,33.1,6.6,0.2,22.7,1.2,2.3,7,42.1
00AYFZ,E05000416,Bishop's,Lambeth,80.9,11400,1250,9200,950,10.9,80.9,8.2,34.9,31,1.5,7066.7,42,43,13.7,33.2,79.1,83.2,370.9,5.8,12,5119,66.2,54.5,590000,97,40360,4927,0.5,1.6,8.6,89.2,21,41.8,33.9,26.2,44.2,29.6,10.9,12,3.6,2.6,17.9,3.8,47,235,83.3,324.8,1.1,14.5,47.2,615.6,199.4,243.6,48.3,0,31.6,0.4,7.6,6.4,33.2
00AYGA,E05000417,Brixton Hill,Lambeth,78.8,16650,2650,12900,1100,16,77.3,6.7,33.6,31,1.1,14863.6,41.5,37.4,11.1,48.4,76.2,81.4,123.7,0.6,1,9214,75.3,55.3,420000,271,39050,6947,1.6,4.5,19.5,74.4,32.8,32.2,31.9,25.5,69.7,4.8,13.7,12.6,3.8,3,24.7,5.4,41.2,188,100,312.5,1.1,13.8,49.6,642.6,202,91.5,28,0.5,13.1,0.5,4.9,10.1,34.3
00AYGB,E05000418,Clapham Common,Lambeth,80.7,13600,2150,10500,950,15.8,77.1,7.1,33.4,31,1.3,10192.3,24.3,33.5,7.6,48,78.5,83,112.1,0.5,1,8007,80.3,40.7,620000,243,49520,5525,1.6,8.7,21.2,68.4,42.6,23.7,32.4,21.5,54,24.5,9.4,9.4,2.9,2.1,15.9,3.8,51.3,317,87.5,296.2,1,8.3,63.3,674.1,213.6,85.6,20.4,0.6,27.9,0.7,4.1,8.8,31.7
00AYGC,E05000419,Clapham Town,Lambeth,77.4,14850,2150,11700,1000,14.3,78.9,6.7,33.8,31,1.1,13045.5,29.3,35.2,7.8,32.4,74.5,80.7,143.2,2.4,7,8628,80,45.8,610000,243,44960,6348,1.6,4.8,18.8,74.8,33.7,29.7,33.8,15.8,68.7,15.5,10.8,11.4,3.8,2.4,19.4,4.4,49.7,217,100,311.5,1,10.9,59.7,684.8,215.9,142.5,34.3,0.6,13.1,0.5,5.1,8.6,31
00AYGD,E05000420,Coldharbour,Lambeth,80.8,17500,3550,12900,1050,20.2,73.7,6.1,32.4,30,1.2,14333.3,62.1,43.7,13.3,54.5,76.7,86.5,200.5,1.8,7,7874,64.9,55.6,435000,119,32220,7273,2.4,5.2,12.8,79.6,16.1,59.1,21.5,35.7,62,2.3,18.4,22,6.2,5.6,27.6,9.7,51.7,49,100,305.6,1.3,17.6,36.8,617.7,199.8,180.9,56.4,0.5,14.4,0.4,5.4,8,33.3
00AYGE,E05000421,Ferndale,Lambeth,80.6,16400,2050,13400,950,12.5,81.6,5.9,33.4,30,0.9,17555.6,40.4,41.7,11.8,36,77.1,84.5,141.4,1.2,2,9406,77,64.1,497475,240,39480,6710,1.6,3.3,15.8,79.3,26.5,37.4,34.2,30.4,63.5,6.1,12.4,13.7,4.5,3,25.2,5.2,51.8,187,100,313,0.9,13.3,52.9,659.5,204.8,145.6,38.4,0.5,10.3,0.4,6.3,8.2,29.7
00AYGF,E05000422,Gipsy Hill,Lambeth,80.3,13900,3150,9600,1150,22.7,68.9,8.4,33.9,33,1.6,8625,44.9,30.6,7.7,80.3,78.3,82.1,116.7,0.7,3,6633,69.7,20.6,350000,283,36650,6102,2.7,15,20.4,61.9,37.2,36.6,24.1,24.7,71.2,4.1,16.8,19.3,6.6,4.1,24,8,47.9,194,88.9,314.3,1.2,18.4,39.3,674.9,203.1,79.6,27.8,0.2,25.7,0.6,3.7,6.2,33.8
00AYGG,E05000423,Herne Hill,Lambeth,81.4,15600,2950,11450,1200,19,73.4,7.6,34.3,33,2,7700,39.6,35.3,10.8,60.5,77.9,85,125.1,0.6,6,8459,75.3,54,432500,204,41700,6688,2.8,9.3,20.6,67.2,37.2,31.8,29,25,63,11.9,14.4,13.6,4.3,3.3,16.4,5.1,45,208,87.5,324.5,1.1,12.2,52,704.1,223,92.4,26.7,0.3,37.9,0.5,4.5,12.5,40.3
00AYGH,E05000424,Knight's Hill,Lambeth,78.6,15200,3450,10350,1400,22.6,68.2,9.2,34.2,33,1.5,9966.7,47.7,35.3,11.6,70.5,76.5,80.6,121.2,0.6,3,6876,68.8,35.8,355000,227,36950,6249,3.5,20.2,19,57.2,42.9,30.6,24.8,20.4,72.3,7.2,17.3,16.5,5.4,4,20,7.5,46.5,169,100,322.1,1.2,15.9,38.2,661,205.2,74.6,24.1,0.1,13.3,0.6,4.1,4.9,34.2
00AYGJ,E05000425,Larkhall,Lambeth,78,18000,2900,13950,1150,16,77.6,6.4,32.9,30,1.1,16181.8,43.3,42.2,13,36.1,75.5,80.5,124.4,0.8,6,9777,73.5,58.7,430000,249,37260,7304,1.7,3.5,11.1,83.7,25,41.4,30.3,36.4,57.9,5.7,14,14.8,4.4,3.6,25,7.2,50.4,175,100,308.9,1.1,13.9,48.5,633.3,208.9,92.8,27.5,0.3,20,0.4,5.2,8.1,28.6
00AYGK,E05000426,Oval,Lambeth,80.2,16600,2300,13150,1150,13.7,79.3,7,34.3,31,1.3,12269.2,36.9,42.6,15,37.3,79,81.8,156.5,1.8,8,8847,74.3,60.1,699995,276,39200,7343,0.8,1.8,10.1,87.3,26.2,34.8,34.7,30.4,51,18.6,12.2,13.5,4.3,2.9,22.2,4.8,47.1,197,100,321.5,0.9,13,51.6,662.2,207,127.4,35.3,0.1,24.9,0.4,6.9,9.2,34.2
00AYGL,E05000427,Prince's,Lambeth,81.1,15400,2550,11450,1400,16.5,74.3,9.2,35.5,33,1.2,12458.3,43.4,38.5,12.4,47.3,77.9,84.4,169.2,1.6,6,7480,71.1,61.8,495000,213,37600,7118,0.7,1.7,12.1,85.5,27.2,47.1,20.4,35.9,49.3,14.7,16.1,17.8,5.4,3.9,24.1,6.5,47.6,157,100,333.5,0.9,16.3,46.5,663.6,212.7,119.3,30.8,0.1,20.7,0.4,6.3,9,37.8
00AYGM,E05000428,St Leonard's,Lambeth,82.8,15200,2800,11250,1150,18.3,74,7.7,34.1,32,1.4,10642.9,38.9,40.4,15.8,67.4,79.7,85.7,117.6,0.7,7,8292,75.6,58.8,340000,415,39880,6549,5.7,10.9,13.3,70,39.7,14,44.7,20.1,64.9,15.1,13,13.7,4.5,3,14.7,4.4,45.5,165,100,341.1,1.3,12.6,46.3,728.5,219.1,104,30.5,0.2,12.1,0.6,5.9,6,29.9
00AYGN,E05000429,Stockwell,Lambeth,80.4,15250,2800,11350,1100,18.4,74.5,7.1,33.8,32,0.9,16777.8,44.3,44.9,17.8,46.8,78.8,81.9,118.6,0.8,3,7863,71.2,70.8,391375,124,35050,6582,1.6,3.3,8.5,86.5,24.8,45,27.3,43.2,49.1,7.8,14.8,16.8,5.1,3.6,25.5,7.1,49.4,177,100,313.7,1,16.2,41,634.4,199.5,83.7,29.5,0.3,13.2,0.4,5.4,8.7,34.4
00AYGP,E05000430,Streatham Hill,Lambeth,79.2,15150,2700,11200,1250,18,73.9,8.2,34.5,33,1.3,11307.7,37.9,37.8,12.4,65.4,77.1,81.1,103.5,0.4,7,7798,74.6,48.6,359000,278,39250,6220,2.7,15.3,11,71,41.1,24.9,32.1,22.4,66.4,11.1,11.4,13.4,4.5,3,15.9,5,44.3,247,88.9,316.5,1.2,13.5,46.4,710.5,223.7,76.9,23.6,0.3,14.1,0.6,5.3,7.6,32.8
